,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,model_score
best_epoch,10.0,0.35265945995620673,0.647766905259495,0.8775933609958506,0.8099173553719008,0.91659336679257,0.8741105637657363,0.7758620689655172,0.9672140120415983
mean,6.0,0.4652443169473882,0.5724916039643477,0.7923425122595248,0.7963936889556724,0.8381664212884785,0.8549037169726824,0.8181818181818182,0.9530855351545007
median,6.0,0.46318347789192593,0.5637741315463358,0.7883817427385892,0.8099173553719008,0.8506752211931494,0.8683634373289545,0.8103448275862069,0.9654515599343186
