,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall,model_score
best_epoch,11.0,0.38623138025588516,0.5157032303573671,0.8589211618257261,0.8264462809917356,0.9087632155361238,0.9017515051997811,0.7758620689655172,0.9948549534756431
mean,8.5,0.43821112737078916,0.5503825682815748,0.8119813278008299,0.8228305785123967,0.862877494351598,0.8845272304324028,0.7424568965517242,0.9736220580186097
median,8.5,0.4197429243737979,0.5452519863967068,0.8412863070539419,0.8264462809917356,0.8870664528035046,0.8868363437328954,0.7241379310344828,0.976272577996716
