,fold,epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_precision,val_recall,val_f1,val_iou,val_dice
best_epoch,2.0,52.0,0.17402557730674745,0.1512455314397812,0.9703221619129181,0.9710978190103022,0.9170332560864504,0.9545544148738578,0.9318184249569248,0.8767432504090852,0.9318184299334288
mean,2.0,27.5,0.27260291768168965,0.3081139566169845,0.9376785386491704,0.9129649786300525,0.8229656165899196,0.940978648530757,0.8598368395978702,0.7772934754780505,0.859836844430888
median,2.0,27.5,0.2314221166074276,0.20702032595872877,0.9607163339853286,0.9636622111001469,0.8950967700056986,0.9523180170996376,0.9175988861239507,0.8525123154717165,0.917598891093746
