,fold,epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_precision,val_recall,val_f1,val_iou,val_dice,val_hd95,val_asd
best_epoch,4.0,9.0,0.7619789305486178,0.7716753482818604,0.971296979669939,0.9630090168543511,0.9471852496805346,0.9534904311770446,0.9322921377142838,0.9015607683927429,0.9322921425447196,20.561063766479492,3.406464099884033
mean,4.0,10.0,0.7632905908018377,0.7908136678817577,0.9676768583824319,0.9598235940573994,0.8860912762033347,0.9325087317035895,0.8823397565554278,0.8308866280034475,0.8823397612677742,41.5457168378328,inf
median,4.0,10.0,0.7537827920495418,0.7817349689347404,0.9717333609597725,0.962142263139926,0.9156212908454098,0.9597632881624365,0.9184212484955058,0.8776005082881893,0.9184212533131481,29.131452560424805,5.4869256019592285
