epoch,g_total,g_adv,g_recon,g_fm,g_tv,g_lap,g_ms,g_stats,g_texstats,d_loss,val_l1,val_edge,val_lap,val_stats,val_texstats,val_ssim,val_score
115,9.487394,0.788015,4.841046,0.178431,0.119121,0.190671,10.450706,0.073878,0.058422,0.843194,0.182471,0.373476,0.199639,0.202290,0.066855,0.158046,1.273487
116,9.500010,0.797018,4.798415,0.177900,0.118128,0.189777,10.632786,0.070983,0.055612,0.836579,0.178172,0.359430,0.196255,0.190693,0.062395,0.166278,1.249431
117,9.485323,0.787212,4.830342,0.178224,0.120224,0.191863,10.499482,0.069745,0.056018,0.826523,0.176591,0.361291,0.199239,0.193316,0.057293,0.162860,1.250765
118,9.433061,0.759269,4.796440,0.176682,0.119061,0.190558,10.560768,0.066628,0.055206,0.874787,0.179763,0.371900,0.200215,0.190680,0.068051,0.166841,1.256679
119,9.419890,0.746207,4.846168,0.177727,0.120570,0.192101,10.372864,0.068288,0.055656,0.848868,0.180017,0.372649,0.205097,0.191665,0.065379,0.167543,1.256462
120,9.448289,0.772731,4.847214,0.178678,0.120994,0.192533,10.372104,0.067459,0.055443,0.830093,0.180656,0.378433,0.203463,0.195591,0.072228,0.165990,1.265067
121,9.447677,0.764903,4.807597,0.177629,0.119356,0.191220,10.549414,0.066364,0.054240,0.818965,0.185798,0.367701,0.200450,0.213808,0.062004,0.176203,1.260886
122,9.403992,0.752297,4.842915,0.178144,0.120226,0.191850,10.313550,0.067244,0.055699,0.824499,0.179385,0.360710,0.198660,0.202901,0.060159,0.166745,1.255811
123,9.438246,0.750923,4.811855,0.178111,0.119375,0.191301,10.536712,0.068130,0.055549,0.824287,0.176429,0.362257,0.197629,0.189047,0.061309,0.179440,1.233917
124,9.409872,0.743739,4.813849,0.177643,0.119039,0.190623,10.482819,0.064887,0.053903,0.838714,0.181795,0.357655,0.196663,0.203329,0.057910,0.183760,1.239193
125,9.429523,0.761026,4.788878,0.177138,0.119815,0.191515,10.575829,0.062729,0.054936,0.803092,0.177531,0.367157,0.199994,0.193685,0.062464,0.187557,1.231259
126,9.442265,0.774003,4.800557,0.177820,0.119052,0.190826,10.531809,0.064667,0.054297,0.791614,0.176892,0.367947,0.201324,0.183527,0.061378,0.178382,1.234554
127,9.401000,0.750389,4.827434,0.178168,0.120373,0.191890,10.366863,0.065560,0.055822,0.815784,0.174614,0.361654,0.198684,0.189991,0.056879,0.176113,1.233588
128,9.427435,0.756674,4.791903,0.177556,0.118179,0.190540,10.562133,0.066550,0.055323,0.793344,0.174540,0.362927,0.198444,0.187740,0.060389,0.190699,1.219910
129,9.412577,0.730841,4.815684,0.177696,0.119893,0.191546,10.520342,0.064503,0.055160,0.827979,0.176159,0.360866,0.197910,0.190256,0.063846,0.171471,1.243427
130,9.412399,0.732730,4.774736,0.177206,0.118401,0.190607,10.658387,0.064755,0.054867,0.813269,0.178998,0.367533,0.201564,0.185519,0.057346,0.167772,1.246025
131,9.402673,0.738853,4.840657,0.178017,0.120988,0.192175,10.378595,0.062389,0.055421,0.806745,0.178793,0.359761,0.197473,0.197103,0.055303,0.182547,1.233416
132,9.448001,0.770052,4.775893,0.177932,0.117795,0.189927,10.636108,0.067138,0.056133,0.767803,0.177995,0.359463,0.197222,0.195820,0.060522,0.168714,1.248570
133,9.420588,0.759050,4.779616,0.177082,0.118287,0.190427,10.585302,0.064500,0.054544,0.773167,0.175519,0.363468,0.199796,0.182403,0.057160,0.177118,1.230420
134,9.424962,0.746107,4.799924,0.177545,0.119619,0.191444,10.565444,0.064813,0.054617,0.793582,0.175659,0.367289,0.200775,0.181589,0.062867,0.177466,1.233847
135,9.409472,0.754291,4.798455,0.176778,0.119543,0.191052,10.505655,0.063432,0.053623,0.789980,0.177284,0.365476,0.199863,0.185100,0.059061,0.179681,1.232392
136,9.405239,0.745671,4.789681,0.176972,0.119156,0.190798,10.551362,0.062205,0.054608,0.788236,0.179792,0.362561,0.199302,0.197901,0.057474,0.160684,1.258776
137,9.403875,0.742414,4.811274,0.177495,0.119321,0.191275,10.469777,0.064945,0.054830,0.794442,0.176625,0.365306,0.200274,0.181220,0.056531,0.172851,1.235292
138,9.393269,0.737619,4.793926,0.176933,0.118864,0.190598,10.517968,0.064347,0.054538,0.799056,0.178195,0.367829,0.200631,0.188498,0.059844,0.174707,1.240999
139,9.401121,0.738604,4.809872,0.177223,0.119290,0.190851,10.481199,0.065534,0.054263,0.793597,0.177838,0.365433,0.199129,0.189291,0.064724,0.189657,1.228011
140,9.425850,0.769927,4.806125,0.177404,0.118984,0.190951,10.474197,0.064365,0.054458,0.772522,0.177138,0.364240,0.199101,0.186669,0.059878,0.170063,1.242708
