,epoch,is_pretrain_eval,train_loss,val_loss,train_acc,val_acc,val_acc_train_thr,train_auc,val_auc,val_precision,val_recall,val_f1,train_best_thr,val_best_thr,val_used_train_thr
best_epoch,19.0,False,0.3288737267318001,0.4253154129295026,0.8914405010438413,0.8559322033898306,0.8389830508474576,0.9402143555369361,0.9218029953917051,0.8823529411764706,0.8035714285714286,0.8411214953271028,0.444091796875,0.8662109375,0.444091796875
mean,13.0,0.0,0.3687385893452889,0.4402765347492897,0.869561586638831,0.8440677966101694,0.8210169491525424,0.9229412791509566,0.9063594470046082,0.8494875616858323,0.82,0.8333034042936643,0.475419921875,0.67056640625,0.475419921875
median,13.0,0.0,0.3442689663184212,0.4375237673521042,0.8810020876826722,0.8559322033898306,0.8305084745762712,0.9324727691663175,0.9131624423963133,0.8653846153846154,0.8035714285714286,0.8411214953271028,0.47265625,0.74853515625,0.47265625
