prediction,acc,auc,precision,recall,f1,best_thr,used_thr,fold_mean_auc,fold_std_auc
blend_prob,0.8760469011725294,0.9359896594357648,0.8736842105263158,0.867595818815331,0.8706293706293706,0.4630729854106903,0.4630729854106903,0.939279993017111,0.0157479185067671
logreg_prob,0.8576214405360134,0.9274474541980442,0.8854961832061069,0.8083623693379791,0.8451730418943534,0.5586768388748169,0.5586768388748169,0.9272720137081143,0.01978849540052466
model_prob,0.8777219430485762,0.9190513656288637,0.9022556390977443,0.8362369337979094,0.8679927667269439,0.61669921875,0.61669921875,0.9392246743735612,0.012633402473430248
