,epoch,is_pretrain_eval,train_loss,val_loss,train_acc,val_acc,val_acc_train_thr,train_auc,val_auc,val_precision,val_recall,val_f1,train_best_thr,val_best_thr,val_used_train_thr
best_epoch,15.0,False,0.3297068918713484,0.33684009859959285,0.8909853249475891,0.9,0.875,0.9420436542862172,0.9413812308549151,0.9245283018867925,0.8596491228070176,0.8909090909090909,0.54345703125,0.37353515625,0.54345703125
mean,11.0,0.0,0.3759821614324362,0.34562693867418504,0.8650294499351103,0.8876984126984127,0.8706349206349205,0.9162119345185706,0.9340679741682246,0.9139086459008994,0.8446115288220549,0.8772658974492629,0.48974609375,0.47659737723214285,0.48974609375
median,11.0,0.0,0.35737580148428993,0.33833677172660825,0.8805031446540881,0.8916666666666667,0.875,0.9291145925013201,0.9365079365079365,0.9230769230769231,0.8596491228070176,0.8807339449541285,0.4931640625,0.45556640625,0.4931640625
