epoch,is_pretrain_eval,train_loss,val_loss,train_acc,val_acc,val_acc_train_thr,train_auc,val_auc,val_precision,val_recall,val_f1,train_best_thr,val_best_thr,val_used_train_thr
0,True,0.7007421568689366,0.7141223767046201,0.6325678496868476,0.576271186440678,0.5254237288135594,0.6617179863147605,0.5820852534562213,0.5365853658536586,0.7857142857142857,0.6376811594202898,0.6103515625,0.583984375,0.6103515625
1,False,0.6349598279452274,0.5224487549167568,0.6931106471816284,0.788135593220339,0.7796610169491526,0.7571306381790253,0.8548387096774193,0.7924528301886793,0.75,0.7706422018348624,0.53271484375,0.515625,0.53271484375
2,False,0.5168657698561603,0.4688674201399593,0.8037578288100209,0.8050847457627118,0.7796610169491526,0.8755934925289763,0.8712557603686636,0.7619047619047619,0.8571428571428571,0.8067226890756303,0.48876953125,0.409423828125,0.48876953125
3,False,0.4616526473539109,0.46053875048281784,0.837160751565762,0.8135593220338984,0.8050847457627118,0.8949256388772517,0.8775921658986175,0.7575757575757576,0.8928571428571429,0.819672131147541,0.47265625,0.3779296875,0.47265625
4,False,0.42245079094781257,0.4402670415781312,0.8517745302713987,0.8305084745762712,0.788135593220339,0.9133413629381371,0.8886808755760369,0.8,0.8571428571428571,0.8275862068965517,0.55126953125,0.39892578125,0.55126953125
5,False,0.4062150005632253,0.44212017069428655,0.8559498956158664,0.8220338983050848,0.8050847457627118,0.9137864823348694,0.8996255760368663,0.7966101694915254,0.8392857142857143,0.8173913043478261,0.44775390625,0.492919921875,0.44775390625
6,False,0.3878372991010391,0.4456329406318018,0.8663883089770354,0.8305084745762712,0.8220338983050848,0.9165008378718056,0.8983294930875576,0.8103448275862069,0.8392857142857143,0.8245614035087719,0.4072265625,0.444091796875,0.4072265625
7,False,0.38922591442106164,0.42986757674459686,0.8580375782881002,0.8389830508474576,0.8220338983050848,0.9183598659405111,0.9012096774193549,0.8490566037735849,0.8035714285714286,0.8256880733944955,0.479736328125,0.55810546875,0.479736328125
8,False,0.3659244664402247,0.4354703062671726,0.8622129436325678,0.847457627118644,0.8220338983050848,0.9322720290462226,0.9121543778801843,0.88,0.7857142857142857,0.8301886792452831,0.517578125,0.79345703125,0.517578125
9,False,0.35012698946579013,0.45656074053150114,0.8810020876826722,0.847457627118644,0.8135593220338984,0.9324727691663175,0.9035138248847926,0.8653846153846154,0.8035714285714286,0.8333333333333334,0.4208984375,0.84423828125,0.4208984375
10,False,0.3634270864669117,0.442917665687658,0.8789144050104384,0.847457627118644,0.7796610169491526,0.9301598938695713,0.9095622119815667,0.8653846153846154,0.8035714285714286,0.8333333333333334,0.31103515625,0.82861328125,0.31103515625
11,False,0.35106964151147513,0.42413542937424226,0.8810020876826722,0.8559322033898306,0.847457627118644,0.9275066331517944,0.9059619815668203,0.8823529411764706,0.8035714285714286,0.8411214953271028,0.546875,0.71044921875,0.546875
12,False,0.3442689663184212,0.4387359134221481,0.8789144050104384,0.847457627118644,0.8050847457627118,0.9370985197598102,0.914602534562212,0.8653846153846154,0.8035714285714286,0.8333333333333334,0.24365234375,0.84521484375,0.24365234375
13,False,0.3444578679344599,0.4340288785554595,0.8872651356993737,0.847457627118644,0.8305084745762712,0.932464041335009,0.914602534562212,0.8275862068965517,0.8571428571428571,0.8421052631578947,0.34814453125,0.414306640625,0.34814453125
14,False,0.33096926197378523,0.4213737524667029,0.8914405010438413,0.8559322033898306,0.8305084745762712,0.9318618209747241,0.9131624423963133,0.8823529411764706,0.8035714285714286,0.8411214953271028,0.4228515625,0.84033203125,0.4228515625
15,False,0.33497558083066364,0.4203497537616956,0.8872651356993737,0.8559322033898306,0.847457627118644,0.9370286971093421,0.9128744239631337,0.8421052631578947,0.8571428571428571,0.8495575221238938,0.654296875,0.42431640625,0.654296875
16,False,0.32524256249559197,0.4251634549286406,0.8810020876826722,0.8559322033898306,0.8389830508474576,0.9451717637201508,0.9170506912442395,0.8823529411764706,0.8035714285714286,0.8411214953271028,0.372802734375,0.8681640625,0.372802734375
17,False,0.327268698643543,0.4375237673521042,0.8935281837160751,0.8559322033898306,0.8305084745762712,0.9393503002373971,0.9180587557603686,0.8823529411764706,0.8035714285714286,0.8411214953271028,0.57568359375,0.88037109375,0.57568359375
18,False,0.34003947765443915,0.42765544683246287,0.8830897703549061,0.8559322033898306,0.8389830508474576,0.9373341712051388,0.9151785714285714,0.8679245283018868,0.8214285714285714,0.8440366972477065,0.64599609375,0.74853515625,0.64599609375
19,False,0.3288737267318001,0.4253154129295026,0.8914405010438413,0.8559322033898306,0.8389830508474576,0.9402143555369361,0.9218029953917051,0.8823529411764706,0.8035714285714286,0.8411214953271028,0.444091796875,0.8662109375,0.444091796875
20,False,0.31958651782202074,0.4129107844526485,0.8977035490605428,0.8559322033898306,0.847457627118644,0.9440633291439742,0.9210829493087557,0.8823529411764706,0.8035714285714286,0.8411214953271028,0.546875,0.84521484375,0.546875
21,False,0.33560383910923763,0.4279142964189335,0.8914405010438413,0.8559322033898306,0.8389830508474576,0.9341397849462366,0.9173387096774193,0.8545454545454545,0.8392857142857143,0.8468468468468469,0.43798828125,0.53173828125,0.43798828125
22,False,0.31797415733586276,0.43950282719175693,0.8810020876826722,0.8559322033898306,0.8050847457627118,0.95010298840944,0.9163306451612904,0.8823529411764706,0.8035714285714286,0.8411214953271028,0.204833984375,0.90625,0.204833984375
23,False,0.3012882187371463,0.4504902860370733,0.9039665970772442,0.8559322033898306,0.8305084745762712,0.9491952939533583,0.9166186635944701,0.8823529411764706,0.8035714285714286,0.8411214953271028,0.397216796875,0.90380859375,0.397216796875
24,False,0.2871540841765095,0.44409503497309605,0.9102296450939458,0.864406779661017,0.8389830508474576,0.9499109761206537,0.9182027649769585,0.9,0.8035714285714286,0.8490566037735849,0.7119140625,0.9033203125,0.7119140625
25,False,0.33100633979590305,0.4330269623610933,0.8914405010438413,0.8559322033898306,0.8389830508474576,0.9335462924172602,0.9193548387096774,0.8421052631578947,0.8571428571428571,0.8495575221238938,0.70263671875,0.41259765625,0.70263671875
