fold,check,warns_on_overlap,overlap_count,example_values
1,image_id_only_overlap_info,False,30,10; 107; 125; 126; 133; 136; 146; 152; 161; 165
1,class_image_id_overlap,True,0,
1,image_path_overlap,True,0,
1,derived_class_image_group_overlap,True,0,
