epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall
1,0.6685102491667776,0.7086292359613835,0.5890151515151515,0.6541353383458647,0.658502640036731,0.6716417910447762,0.746268656716418
2,0.6292945128498655,0.5711448129854704,0.6553030303030303,0.8270676691729323,0.7312901744719926,0.8717774762550882,0.835820895522388
3,0.5762236615022024,0.5394155925377867,0.7215909090909091,0.8195488721804511,0.824922878255255,0.8726820443238353,0.8208955223880597
4,0.545068806771076,0.5179731722613027,0.7537878787878788,0.8345864661654135,0.8373771432670923,0.8815015829941203,0.8208955223880597
5,0.5263379902550669,0.4910311878175664,0.7632575757575758,0.8270676691729323,0.8430469467401287,0.8835368611488014,0.7761194029850746
6,0.4783079055222598,0.47796843822737384,0.8125,0.8270676691729323,0.8874668197144702,0.8839891451831751,0.7164179104477612
7,0.46008448980071326,0.4637294714164017,0.8125,0.8270676691729323,0.8936237373737375,0.8867028493894165,0.7164179104477612
8,0.4557978935313947,0.4551341282693963,0.8011363636363636,0.8270676691729323,0.8920028125762337,0.8887381275440976,0.746268656716418
9,0.4339570448254094,0.44854082581692173,0.8276515151515151,0.8270676691729323,0.901457759412305,0.8909995477159656,0.7910447761194029
10,0.4297665773016034,0.4381420589927444,0.8238636363636364,0.8270676691729323,0.8989194541306127,0.8882858435097241,0.746268656716418
11,0.3893872034369093,0.43541047044266434,0.8465909090909091,0.8270676691729323,0.9240548102446373,0.8889642695612845,0.746268656716418
12,0.38312903633623413,0.43141995381591913,0.8503787878787878,0.8270676691729323,0.9216873520338619,0.8912256897331524,0.7313432835820896
13,0.4015251768357826,0.43333449466784196,0.8143939393939394,0.8270676691729323,0.9095356978879705,0.8925825418362732,0.7761194029850746
14,0.37192398038777436,0.42842065481314984,0.8522727272727273,0.8345864661654135,0.9259918215079992,0.8930348258706469,0.7910447761194029
15,0.39749699063373334,0.42537427889673335,0.8257575757575758,0.8270676691729323,0.9065356194848985,0.8941655359565808,0.746268656716418
16,0.37720669535073365,0.42837798707467273,0.8390151515151515,0.8345864661654135,0.9189863972909372,0.8934871099050202,0.7761194029850746
17,0.4017478010871194,0.42493981257417146,0.8106060606060606,0.8345864661654135,0.902919865126623,0.893939393939394,0.7761194029850746
18,0.408146622506055,0.4228504226171881,0.8068181818181818,0.8345864661654135,0.8987029384756657,0.8952962460425147,0.7761194029850746
19,0.38022209342682,0.4218654271803404,0.8352272727272727,0.8345864661654135,0.9149305555555556,0.8971053821800091,0.7761194029850746
20,0.3913265805352818,0.4209615054883455,0.8333333333333334,0.8345864661654135,0.9085587201377432,0.8955223880597015,0.7761194029850746
21,0.370446576313539,0.42179294322666366,0.8352272727272727,0.8345864661654135,0.9200241046831956,0.8957485300768883,0.7761194029850746
22,0.3521636995402249,0.42164004476446854,0.8541666666666666,0.8345864661654135,0.9313981518682203,0.8968792401628223,0.7761194029850746
23,0.3807340616529638,0.4223184769314931,0.8257575757575758,0.8345864661654135,0.9116866346222827,0.8973315241971959,0.7761194029850746
24,0.3627583307750297,0.42109631461308417,0.8352272727272727,0.8421052631578947,0.922978692876103,0.8966530981456354,0.7761194029850746
25,0.35072423246773804,0.41901618443933647,0.8617424242424242,0.8345864661654135,0.9286759641873279,0.897105382180009,0.7761194029850746
26,0.3806035351572615,0.41998994484879915,0.8162878787878788,0.8345864661654135,0.9126585547839062,0.8973315241971958,0.7611940298507462
27,0.3556506927266265,0.4233283357960837,0.8352272727272727,0.8421052631578947,0.9255039816342636,0.8975576662143827,0.8507462686567164
28,0.35710686445236206,0.4177063714740868,0.8409090909090909,0.8345864661654135,0.9247722218236603,0.8973315241971958,0.7761194029850746
29,0.34971167779330053,0.41750938350096684,0.8428030303030303,0.8345864661654135,0.9286903122130395,0.8957485300768884,0.7611940298507462
30,0.364589200778441,0.4208296241616844,0.8409090909090909,0.8345864661654135,0.920372522852182,0.8975576662143826,0.7761194029850746
31,0.3650720841956861,0.4203327871803054,0.8428030303030303,0.8345864661654135,0.9199954086317723,0.8971053821800091,0.7611940298507462
32,0.355247081229181,0.4179236295079826,0.8465909090909091,0.8345864661654135,0.9255868679331918,0.8986883763003165,0.7611940298507462
33,0.34577223794026807,0.41752405946416066,0.8560606060606061,0.8421052631578947,0.9311542214314412,0.8993668023518769,0.7761194029850746
34,0.3451418262539488,0.41767802341540056,0.8465909090909091,0.8345864661654135,0.9298801922663031,0.8984622342831298,0.7611940298507462
35,0.35940820520574396,0.4163131805739008,0.8314393939393939,0.8345864661654135,0.9229212999497812,0.8975576662143825,0.7611940298507462
36,0.35453069751912897,0.4176024315052463,0.8465909090909091,0.8345864661654135,0.9260747288067496,0.8977838082315693,0.7611940298507462
37,0.34138716396057245,0.41520648970639795,0.8409090909090909,0.8421052631578947,0.9317598106033431,0.898236092265943,0.7761194029850746
38,0.33474827760999853,0.4191008942915981,0.8428030303030303,0.8345864661654135,0.9365817263544537,0.8973315241971959,0.7761194029850746
39,0.3398909532662594,0.41686321044326724,0.8636363636363636,0.8345864661654135,0.9344688056017907,0.8984622342831299,0.7761194029850746
40,0.35786739488442737,0.4162087034910245,0.8333333333333334,0.8421052631578947,0.9241552478657005,0.8980099502487562,0.7761194029850746
