,fold,epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_precision,val_recall,val_f1,val_iou,val_dice,val_hd95,val_asd
best_epoch,4.0,42.0,0.036257037505655,0.029451625332945867,0.9901564231013308,0.9922256066054104,0.982774653141204,0.975004955550771,0.9786697003058228,0.9585211889395402,0.978669705304863,10.930215835571289,1.8339040279388428
mean,4.0,23.5,0.08240110750742709,0.0759025160416066,0.9731925549303925,0.979508855629635,0.9553710171351106,0.9118636672257169,0.9220036149637063,0.895167827435444,0.922003619722046,26.06879186630249,inf
median,4.0,23.5,0.04441213920933776,0.035818308857934814,0.9884478854070795,0.9918855535920176,0.9809369393589782,0.9738044345797212,0.9779491626711007,0.9571760798267109,0.9779491676700158,15.179365158081055,2.3994548320770264
