,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall
best_epoch,9.0,0.4344704733625455,0.5836595137914021,0.8198757763975155,0.7333333333333333,0.8949890094793241,0.7772208298524088,0.8596491228070176
mean,8.5,0.48370896195597546,0.618183162684242,0.7864906832298136,0.7015625,0.8538486141640336,0.7486250348092454,0.6578947368421053
median,8.5,0.4646289967941448,0.6132915318012238,0.7991718426501035,0.7,0.8742444017035307,0.7543859649122806,0.6403508771929824
