epoch,g_total,g_adv,g_recon,g_fm,g_tv,g_lap,g_ms,g_stats,g_texstats,d_loss,val_l1,val_edge,val_lap,val_stats,val_texstats,val_ssim,val_score
1,25.410738,0.731404,15.726937,0.362464,0.329123,0.626630,29.299480,0.970972,0.497448,1.188550,0.644953,0.461889,0.638859,0.909645,0.252400,0.052485,2.409799
2,16.571053,1.034259,9.545734,0.259222,0.372680,0.630497,17.641056,0.508153,0.276207,1.079228,0.185234,0.332766,0.377258,0.232226,0.189517,0.115145,1.433331
3,9.163731,0.242392,5.055276,0.090932,0.254461,0.435525,14.423985,0.164565,0.121988,1.892212,0.186499,0.334713,0.280307,0.239437,0.210866,0.136875,1.407235
4,9.362509,0.320223,5.104441,0.106207,0.245920,0.418396,14.722191,0.180563,0.122149,1.941615,0.184908,0.330147,0.294184,0.231257,0.200403,0.144817,1.390088
5,9.450836,0.337385,5.090504,0.137969,0.237944,0.402184,14.947142,0.178056,0.121092,1.859276,0.189523,0.323304,0.312809,0.222975,0.177582,0.152745,1.372949
6,9.378883,0.332959,5.066795,0.140695,0.233536,0.395488,14.888542,0.163960,0.115036,1.807289,0.201423,0.331204,0.302026,0.258755,0.211565,0.154216,1.419007
7,9.580900,0.437034,5.148227,0.145448,0.225201,0.382623,14.979134,0.179887,0.112943,1.787848,0.193457,0.330416,0.277493,0.230240,0.187390,0.139413,1.392753
8,9.622111,0.437222,5.192210,0.159831,0.217195,0.368892,14.859010,0.183452,0.113037,1.750105,0.205299,0.325721,0.293745,0.267844,0.175456,0.132759,1.426217
9,9.477243,0.405731,5.140135,0.167300,0.210587,0.357127,14.490016,0.182625,0.114064,1.805998,0.194557,0.333158,0.251406,0.230561,0.190177,0.153668,1.376044
10,9.411391,0.405802,5.130377,0.168327,0.199884,0.339034,14.417621,0.181862,0.111087,1.829097,0.190330,0.325688,0.253375,0.206706,0.177640,0.162694,1.343058
11,9.118631,0.278816,5.148059,0.168918,0.178220,0.307408,13.596531,0.185229,0.119230,1.886854,0.193159,0.329091,0.238485,0.211230,0.177106,0.141056,1.366829
12,8.708176,0.347627,5.078697,0.182332,0.143311,0.258694,11.280167,0.183264,0.134247,1.845280,0.181631,0.332192,0.209077,0.216543,0.196704,0.149278,1.354604
13,8.626519,0.346406,4.973207,0.185729,0.135058,0.247343,11.514431,0.185953,0.137121,1.820908,0.205479,0.313866,0.226149,0.227651,0.147426,0.138465,1.368172
14,8.657707,0.390785,4.941111,0.222103,0.121428,0.226114,11.256944,0.188276,0.134214,1.881260,0.198867,0.307795,0.205727,0.217489,0.132129,0.165611,1.315335
15,8.498545,0.335309,4.984605,0.209277,0.117755,0.218871,10.642276,0.188920,0.134289,1.790667,0.189672,0.313439,0.201671,0.213706,0.154201,0.137271,1.344851
16,8.670905,0.383791,5.036151,0.198617,0.119078,0.221662,11.248747,0.192854,0.135205,1.872445,0.197713,0.305849,0.203244,0.238312,0.150088,0.163018,1.336166
17,8.661012,0.390093,4.990760,0.192822,0.115713,0.214997,11.834028,0.182618,0.126215,1.844727,0.227144,0.328763,0.199055,0.283192,0.155204,0.158462,1.398609
18,8.438065,0.388089,4.979596,0.184859,0.114158,0.211924,10.710871,0.179125,0.121961,1.856024,0.191361,0.322814,0.200061,0.197907,0.118708,0.188077,1.269648
