candidate,auc,brier,logloss,acc,precision,recall,f1,best_thr,fold_mean_auc,fold_std_auc
simple_logreg_stack_prob,0.938432547991096,0.0990329078221567,0.32902595205584706,0.8723051409618574,0.8419354838709677,0.903114186851211,0.8714524207011686,0.40406518112787476,0.9426126891678523,0.0118760231241473
fold_weight_search_prob,0.9378374804399092,0.09824635247811346,0.32005404506888535,0.8723051409618574,0.8486842105263158,0.8927335640138409,0.8701517706576728,0.4630585477010884,0.9410081619536191,0.012178103684564009
full_logreg_stack_prob,0.9368016221100655,0.09697675505470607,0.3220734328453459,0.87893864013267,0.9029850746268657,0.8373702422145328,0.8689407540394973,0.6137210117765154,0.9436863589705871,0.01075889751293722
hybrid_weighted_blend_prob,0.9360302382474159,0.10075427641386193,0.3267850780571198,0.8805970149253731,0.872852233676976,0.8788927335640139,0.8758620689655172,0.5641558757269162,0.9403738414313612,0.014318000163277226
masked_blend_prob,0.9329226632578846,0.10473872599256281,0.3383100150616684,0.8623548922056384,0.8652482269503546,0.8442906574394463,0.8546409807355516,0.5048132215111027,0.9341639951573637,0.007696039587429574
iso_simple_logreg_stack_prob,0.9277599012628656,0.10294085044140834,0.389443892507395,0.8689883913764511,0.8387096774193549,0.8996539792387543,0.8681135225375626,0.4354874415884297,0.9394217878451177,0.011368733693367945
iso_weighted_blend_prob,0.9265091574284265,0.10187453580009595,0.39357616158461334,0.8772802653399668,0.8694158075601375,0.8754325259515571,0.8724137931034482,0.6007527919745934,0.9378619489330852,0.015052027667185736
masked_model_prob,0.9257928724131091,0.11068789120149256,0.3601834778379784,0.8606965174129353,0.8596491228070176,0.8477508650519031,0.8536585365853658,0.4856,0.9346019545652562,0.009382618879660106
iso_full_logreg_stack_prob,0.9226797875388447,0.10307385168333338,0.40351067296621107,0.87893864013267,0.9029850746268657,0.8373702422145328,0.8689407540394973,0.60413016321142,0.9372512394140943,0.015533176838059439
