fold,intercept,model_prob,weighted_blend_prob
1,-0.07593793579328803,0.6530897034711146,1.638936663500055
2,-0.0934941413769343,0.6958183482177259,1.681064150288696
3,-0.0907895215141809,0.6502541366113237,1.6990648663944907
4,-0.14404683585695083,0.6566466353628945,1.861806113969168
5,-0.07853618842047864,0.7184950476541737,1.8046687809847561
