epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,Recall
1,0.717935222065795,0.6515818223480351,0.5394190871369294,0.7272727272727273,0.4792432003587382,0.7988505747126436,0.8793103448275862
2,0.6806414144662406,0.6275865519342344,0.5954356846473029,0.8016528925619835,0.6014556492644143,0.8360700602079912,0.9482758620689655
3,0.6519040339220609,0.5781672375261291,0.6203319502074689,0.7933884297520661,0.6497300839930322,0.8555008210180625,0.9137931034482759
4,0.6418998805319125,0.5409369439132943,0.6307053941908713,0.7933884297520661,0.6614408168193029,0.8571428571428571,0.9482758620689655
5,0.6114314260324502,0.49613234523899297,0.6639004149377593,0.7933884297520661,0.7149411013952847,0.8700054734537493,0.9310344827586207
6,0.5957076969977732,0.47669851779937744,0.6618257261410788,0.8016528925619835,0.7172177092495817,0.8727422003284073,0.8793103448275862
7,0.5875172129063191,0.4660497864415823,0.6887966804979253,0.7933884297520661,0.7375519566754626,0.8678160919540229,0.9137931034482759
8,0.5794253785827842,0.4841571066005171,0.7136929460580913,0.8016528925619835,0.7501250409616943,0.8787629994526546,0.7413793103448276
9,0.5712198686797589,0.4541083919115303,0.6991701244813278,0.7933884297520661,0.7374139804418689,0.8724685276409415,0.9137931034482759
10,0.545729709364072,0.4707169611591938,0.6970954356846473,0.7933884297520661,0.7469860816474362,0.8743842364532021,0.8793103448275862
11,0.5565801939281685,0.45264683282079776,0.7095435684647303,0.8181818181818182,0.7685103740880633,0.8771209633278599,0.896551724137931
12,0.5464918753170869,0.44697567574248825,0.7365145228215768,0.8181818181818182,0.7639744054086685,0.8787629994526547,0.7931034482758621
13,0.5296855008701071,0.444346869287412,0.7385892116182573,0.8181818181818182,0.7803073420603301,0.8856048166392994,0.8620689655172413
14,0.4940444221140438,0.47155864795377433,0.7572614107883817,0.8181818181818182,0.8294958693365069,0.8828680897646416,0.8275862068965517
15,0.5298989380543657,0.42862094926440025,0.7344398340248963,0.8264462809917356,0.7852054983529086,0.8905309250136836,0.896551724137931
16,0.5124593459966271,0.4319270162050389,0.7427385892116183,0.8347107438016529,0.7802556009727325,0.8897099069512863,0.9137931034482759
17,0.4909763238489381,0.46046281119516075,0.7551867219917012,0.8264462809917356,0.8042979596764457,0.879584017515052,0.896551724137931
18,0.53591626530119,0.42767281596325646,0.7365145228215768,0.8347107438016529,0.7853434745865024,0.8957307060755337,0.896551724137931
19,0.5300538219604255,0.4512233532164708,0.7385892116182573,0.8264462809917356,0.7809109880823027,0.8845101258894362,0.896551724137931
20,0.5010105537181079,0.4494695936845354,0.7510373443983402,0.8264462809917356,0.798054535106328,0.8883415435139573,0.896551724137931
21,0.4742464382989773,0.45211465053321903,0.7738589211618258,0.8264462809917356,0.8201824735689278,0.8850574712643678,0.8275862068965517
22,0.4981658199639736,0.4779052997916198,0.7842323651452282,0.8264462809917356,0.8388437591624842,0.8864258347016968,0.9137931034482759
23,0.48345732206625563,0.4924753054607013,0.7717842323651453,0.8264462809917356,0.8146116831375796,0.8888888888888888,0.8793103448275862
24,0.4891885431228337,0.4466893443883943,0.7655601659751037,0.8264462809917356,0.8103861609837706,0.8872468527640942,0.9137931034482759
